tissue,dye1,dye2,Nb of landmarks (dye 1),Nb of tiles (dye 2),top-1-accuracy,top-5-accuracy,time (h:m:s),Time to get patches (dye2),Features extraction time (dye2),Comparison time
COAD_07,S2,S7,68,10817,0.324,0.412,0:03:46.182976,0:00:33.749199,0:03:00.001325,0:00:03.336894
COAD_07,S5,S7,68,10817,0.368,0.515,0:03:45.792314,0:00:33.684642,0:02:59.916244,0:00:03.442479
breast_3,HER2,HE,39,16797,0.0,0.0,0:05:46.467740,0:00:51.131411,0:04:40.443582,0:00:05.078340
breast_4,HER2,HE,27,11134,0.0,0.0,0:03:46.329355,0:00:27.279128,0:03:07.601921,0:00:03.119584
COAD_06,S5,S7,101,12693,0.475,0.673,0:04:26.565877,0:00:38.963676,0:03:31.958871,0:00:04.740344
COAD_06,S5,S2,101,13594,0.238,0.426,0:04:31.774743,0:00:29.025682,0:03:46.981295,0:00:05.060555
COAD_06,S7,S2,101,13594,0.495,0.634,0:04:30.602449,0:00:28.909611,0:03:46.101066,0:00:05.141922
COAD_01,S7,S1,61,9221,0.115,0.246,0:03:25.012840,0:00:39.235095,0:02:33.124966,0:00:02.632279
COAD_01,S7,S3,61,13270,0.262,0.541,0:04:38.390653,0:00:37.725209,0:03:45.430132,0:00:04.599375
COAD_01,S7,S6,61,11327,0.197,0.361,0:04:09.626129,0:00:47.598322,0:03:07.621902,0:00:03.536177
COAD_01,S1,S3,61,13270,0.033,0.147,0:04:32.921297,0:00:37.828664,0:03:41.475707,0:00:04.299498
COAD_01,S1,S6,61,11327,0.18,0.328,0:04:04.785755,0:00:46.655993,0:03:05.697415,0:00:03.528288
COAD_01,S3,S6,61,11327,0.131,0.23,0:04:05.905857,0:00:46.517709,0:03:05.841684,0:00:03.959694
gastric_4,CD68,CD4,150,23914,0.007,0.013,0:08:10.612962,0:01:04.829405,0:06:36.858396,0:00:10.939123
COAD_08,S7,S1,68,11353,0.515,0.647,0:04:05.464895,0:00:41.279587,0:03:09.595039,0:00:04.164014
COAD_08,S7,S3,68,12114,0.132,0.265,0:04:17.704346,0:00:41.768984,0:03:22.197367,0:00:03.959301
COAD_08,S7,S6,68,12317,0.441,0.676,0:04:27.429975,0:00:47.725171,0:03:25.855625,0:00:04.044853
COAD_08,S1,S3,68,12114,0.073,0.235,0:04:17.845053,0:00:41.773292,0:03:22.462553,0:00:04.013156
COAD_08,S1,S6,68,12317,0.324,0.559,0:04:27.412281,0:00:47.595580,0:03:25.942745,0:00:04.098078
COAD_08,S3,S6,68,12317,0.044,0.132,0:04:28.006784,0:00:47.823356,0:03:25.956772,0:00:04.158509
gastric_3,CD68,CD4,63,15190,0.0,0.016,0:05:10.543933,0:00:42.492033,0:04:12.586523,0:00:05.217407
gastric_5,CD4,CD68,79,14858,0.0,0.013,0:05:05.432760,0:00:41.007792,0:04:07.530332,0:00:05.599181
gastric_5,CD4,EBV,79,14454,0.165,0.279,0:04:56.563773,0:00:38.327383,0:04:02.141730,0:00:04.796902
gastric_5,CD68,EBV,79,14454,0.0,0.013,0:04:56.878300,0:00:38.558965,0:04:01.393193,0:00:05.158664
COAD_11,S5,S6,70,9564,0.157,0.286,0:03:21.997213,0:00:30.520803,0:02:39.788901,0:00:02.876909
COAD_11,S5,S1,70,9205,0.3,0.4,0:03:12.230512,0:00:26.444669,0:02:34.077115,0:00:02.884108
COAD_11,S5,S2,70,10510,0.171,0.271,0:03:36.891208,0:00:29.924903,0:02:54.888364,0:00:03.301528
COAD_11,S6,S1,70,9205,0.257,0.414,0:03:11.203046,0:00:26.693122,0:02:33.081872,0:00:02.929536
COAD_11,S6,S2,70,10510,0.157,0.3,0:03:37.986745,0:00:30.243291,0:02:55.716106,0:00:03.479096
COAD_11,S1,S2,70,10510,0.1,0.243,0:03:37.640975,0:00:29.871133,0:02:55.999056,0:00:03.486078
mammary-gland_1,NEU,HE,77,2178,0.753,0.857,0:00:50.862374,0:00:06.630957,0:00:38.283180,0:00:00.649700
mammary-gland_1,NEU,PR,77,2587,0.39,0.623,0:00:55.196301,0:00:05.809396,0:00:43.357582,0:00:00.714576
mammary-gland_1,NEU,ER,77,3434,0.558,0.727,0:01:06.750552,0:00:04.013591,0:00:56.292865,0:00:01.006124
mammary-gland_1,HE,PR,77,2587,0.623,0.818,0:00:55.768531,0:00:05.930438,0:00:43.423126,0:00:00.703266
mammary-gland_1,HE,ER,77,3434,0.506,0.714,0:01:07.075075,0:00:03.985511,0:00:56.563097,0:00:00.987485
mammary-gland_1,PR,ER,77,3434,0.26,0.416,0:01:06.767312,0:00:03.988362,0:00:56.351018,0:00:01.010252
lung-lesion_2,CC10,KI67,96,4892,0.135,0.312,0:01:36.460133,0:00:07.075615,0:01:21.592794,0:00:01.498985
lung-lesion_2,CC10,HE,96,5060,0.062,0.146,0:01:39.197992,0:00:07.682303,0:01:23.781533,0:00:01.547883
lung-lesion_2,CC10,PRO-SPC,96,4937,0.156,0.24,0:01:38.560464,0:00:08.581561,0:01:22.000477,0:00:01.652392
lung-lesion_2,KI67,HE,96,5060,0.052,0.167,0:01:39.365165,0:00:07.717803,0:01:23.781928,0:00:01.648854
lung-lesion_2,KI67,PRO-SPC,96,4937,0.146,0.24,0:01:38.687780,0:00:08.536607,0:01:22.127042,0:00:01.820085
lung-lesion_2,HE,PRO-SPC,96,4937,0.125,0.24,0:01:38.851111,0:00:08.628171,0:01:22.468275,0:00:01.542445
COAD_20,S5,S7,83,8355,0.012,0.036,0:03:02.476717,0:00:31.025045,0:02:19.613579,0:00:02.733447
COAD_20,S5,S2,83,8180,0.048,0.157,0:02:56.176969,0:00:27.862052,0:02:16.612452,0:00:02.703597
COAD_20,S7,S2,83,8180,0.0,0.024,0:02:56.363883,0:00:27.793086,0:02:17.167726,0:00:02.850957
COAD_19,S5,S1,124,10874,0.282,0.492,0:03:53.507493,0:00:36.810180,0:03:00.963867,0:00:04.577738
COAD_19,S5,S3,124,12877,0.395,0.581,0:04:23.624137,0:00:30.912428,0:03:35.754429,0:00:05.420391
COAD_19,S5,S8,124,14400,0.5,0.653,0:05:01.803235,0:00:43.475212,0:04:00.058558,0:00:06.352428
COAD_19,S5,S6,124,13855,0.508,0.653,0:04:45.675975,0:00:35.894683,0:03:51.778524,0:00:05.778934
COAD_19,S1,S3,124,12877,0.153,0.323,0:04:23.561835,0:00:31.120211,0:03:36.044250,0:00:05.684813
COAD_19,S1,S8,124,14400,0.129,0.298,0:05:00.747670,0:00:43.326979,0:03:59.462086,0:00:06.366009
COAD_19,S1,S6,124,13855,0.145,0.363,0:04:45.487841,0:00:36.222324,0:03:52.285386,0:00:05.908987
COAD_19,S3,S8,124,14400,0.218,0.452,0:05:01.286534,0:00:43.600325,0:03:59.825766,0:00:06.080821
COAD_19,S3,S6,124,13855,0.613,0.798,0:04:43.903217,0:00:35.704755,0:03:50.697482,0:00:06.052036
COAD_19,S8,S6,124,13855,0.556,0.645,0:04:44.261532,0:00:36.215978,0:03:49.427993,0:00:05.992308
COAD_18,S5,S7,103,3870,0.311,0.505,0:01:26.814460,0:00:13.179736,0:01:05.451396,0:00:01.255040
COAD_18,S5,S2,103,4220,0.214,0.32,0:01:30.604861,0:00:11.396036,0:01:11.239825,0:00:01.344763
COAD_18,S7,S2,103,4220,0.243,0.388,0:01:31.125440,0:00:11.837679,0:01:11.136504,0:00:01.317964
COAD_10,S7,S6,77,8618,0.221,0.39,0:03:05.425650,0:00:30.202241,0:02:22.804195,0:00:02.913817
COAD_10,S7,S1,77,10674,0.234,0.455,0:03:49.338975,0:00:39.480511,0:02:56.222553,0:00:03.925433
COAD_10,S7,S4,77,9945,0.143,0.338,0:03:24.670009,0:00:27.330677,0:02:44.072610,0:00:03.528375
COAD_10,S6,S1,77,10674,0.117,0.247,0:03:48.517158,0:00:39.486972,0:02:56.393125,0:00:04.022404
COAD_10,S6,S4,77,9945,0.156,0.273,0:03:24.286569,0:00:27.703239,0:02:44.238272,0:00:03.828577
COAD_10,S1,S4,77,9945,0.377,0.558,0:03:24.652277,0:00:27.758452,0:02:43.884820,0:00:03.622358
lung-lesion_3,KI67,CC10,80,10280,0.125,0.275,0:03:17.326332,0:00:18.360442,0:02:47.860744,0:00:03.911117
lung-lesion_3,KI67,PRO-SPC,80,10288,0.188,0.375,0:03:15.983904,0:00:16.841469,0:02:47.660722,0:00:04.187066
lung-lesion_3,KI67,HE,80,10376,0.05,0.188,0:03:18.138102,0:00:16.068520,0:02:50.972279,0:00:03.681277
lung-lesion_3,CC10,PRO-SPC,80,10288,0.212,0.438,0:03:15.098505,0:00:16.935969,0:02:47.036055,0:00:03.771797
lung-lesion_3,CC10,HE,80,10376,0.037,0.138,0:03:15.574728,0:00:15.783462,0:02:48.688232,0:00:03.973040
lung-lesion_3,PRO-SPC,HE,80,10376,0.087,0.2,0:03:16.882542,0:00:15.641361,0:02:49.277443,0:00:04.889520
COAD_17,S5,S6,139,7343,0.619,0.813,0:02:47.361226,0:00:33.047159,0:02:01.845675,0:00:03.096823
COAD_17,S5,S1,139,7032,0.302,0.504,0:02:40.565649,0:00:31.601647,0:01:56.650941,0:00:02.913061
COAD_17,S5,S2,139,8297,0.302,0.604,0:03:05.648146,0:00:34.711097,0:02:17.734291,0:00:03.703392
COAD_17,S6,S1,139,7032,0.532,0.669,0:02:40.703285,0:00:31.614875,0:01:56.750260,0:00:02.942298
COAD_17,S6,S2,139,8297,0.626,0.784,0:03:06.306515,0:00:34.530910,0:02:17.545582,0:00:04.658342
COAD_17,S1,S2,139,8297,0.849,0.935,0:03:06.398114,0:00:34.786131,0:02:18.071707,0:00:03.863078
COAD_03,S5,S2,72,8938,0.819,0.889,0:03:24.984085,0:00:43.725113,0:02:29.762964,0:00:02.800693
COAD_04,S2,S5,80,9431,0.525,0.738,0:03:19.304663,0:00:30.485879,0:02:36.101788,0:00:03.466881
lung-lobes_1,CD31,CC10,98,6167,0.184,0.337,0:02:05.454886,0:00:13.730056,0:01:41.525254,0:00:02.188491
lung-lobes_1,CD31,KI67,98,7763,0.112,0.245,0:02:24.549401,0:00:07.547842,0:02:05.969622,0:00:02.907508
lung-lobes_1,CD31,PRO-SPC,98,5961,0.378,0.52,0:02:00.328772,0:00:11.872269,0:01:38.457910,0:00:02.125070
lung-lobes_1,CC10,KI67,98,7763,0.061,0.184,0:02:24.604117,0:00:07.547325,0:02:06.048082,0:00:03.053782
lung-lobes_1,CC10,PRO-SPC,98,5961,0.388,0.602,0:02:00.246832,0:00:11.909173,0:01:38.508435,0:00:02.158342
lung-lobes_1,KI67,PRO-SPC,98,5961,0.092,0.173,0:02:00.895117,0:00:12.009288,0:01:38.533736,0:00:02.117213
COAD_02,S7,S3,64,8986,0.172,0.359,0:03:03.385635,0:00:19.972325,0:02:32.854104,0:00:02.696610
COAD_02,S7,S6,64,7942,0.516,0.672,0:02:54.665107,0:00:29.945925,0:02:14.117481,0:00:02.574415
COAD_02,S7,S2,64,7953,0.125,0.375,0:02:48.815539,0:00:22.365213,0:02:16.271568,0:00:02.584503
COAD_02,S3,S6,64,7942,0.109,0.266,0:02:53.302313,0:00:29.040718,0:02:13.785863,0:00:02.595488
COAD_02,S3,S2,64,7953,0.516,0.703,0:02:46.846921,0:00:22.376906,0:02:13.918635,0:00:02.583755
COAD_02,S6,S2,64,7953,0.094,0.266,0:02:47.059350,0:00:22.507097,0:02:14.038106,0:00:02.612594
COAD_05,S5-V1,S7,92,6330,0.413,0.587,0:02:22.046815,0:00:24.847783,0:01:47.113465,0:00:02.072246
COAD_05,S5-V1,S6,92,6425,0.391,0.565,0:02:24.205582,0:00:24.610400,0:01:49.318863,0:00:01.982971
COAD_05,S5-V1,S2,92,6480,0.87,0.935,0:02:20.817653,0:00:20.683439,0:01:49.840410,0:00:02.175726
COAD_05,S7,S6,92,6425,0.228,0.402,0:02:22.899005,0:00:24.090240,0:01:48.647018,0:00:02.194601
COAD_05,S7,S2,92,6480,0.402,0.543,0:02:20.551630,0:00:20.664284,0:01:49.710328,0:00:02.246488
COAD_05,S6,S2,92,6480,0.402,0.609,0:02:21.375002,0:00:20.790749,0:01:50.374010,0:00:02.272822
gastric_9,CD68,CD4,155,17598,0.174,0.329,0:06:16.799664,0:00:57.799836,0:04:55.734694,0:00:08.954319
mammary-gland_2,HE.129048254,PR.129048322,76,2530,0.645,0.789,0:00:58.943804,0:00:08.260783,0:00:44.282410,0:00:00.740804
mammary-gland_2,HE.129048254,ER.129048141,76,3210,0.21,0.474,0:01:02.634004,0:00:03.047325,0:00:52.977954,0:00:00.890293
mammary-gland_2,HE.129048254,HE,76,2872,0.658,0.789,0:01:04.824467,0:00:09.006082,0:00:49.356439,0:00:00.812970
mammary-gland_2,HE.129048254,ER,76,4782,0.553,0.724,0:01:36.561806,0:00:08.255735,0:01:20.983737,0:00:01.520122
mammary-gland_2,HE.129048254,PR,76,3210,0.368,0.579,0:01:05.732430,0:00:06.186631,0:00:52.932494,0:00:00.918455
mammary-gland_2,HE.129048254,NEU,76,3683,0.697,0.868,0:01:15.759993,0:00:05.519533,0:01:03.801805,0:00:01.037819
mammary-gland_2,PR.129048322,ER.129048141,76,3210,0.079,0.184,0:01:02.495383,0:00:03.060471,0:00:52.983071,0:00:00.948467
mammary-gland_2,PR.129048322,HE,76,2872,0.237,0.447,0:01:03.024945,0:00:07.357581,0:00:49.356520,0:00:00.845745
mammary-gland_2,PR.129048322,ER,76,4782,0.368,0.526,0:01:34.556373,0:00:08.209738,0:01:19.189453,0:00:01.567543
mammary-gland_2,PR.129048322,PR,76,3210,0.487,0.566,0:01:05.607946,0:00:06.182842,0:00:53.036395,0:00:00.897455
mammary-gland_2,PR.129048322,NEU,76,3683,0.263,0.526,0:01:16.124990,0:00:06.523411,0:01:02.863336,0:00:01.140741
mammary-gland_2,ER.129048141,HE,76,2872,0.158,0.395,0:01:02.988782,0:00:07.377194,0:00:49.469510,0:00:00.808420
mammary-gland_2,ER.129048141,ER,76,4782,0.382,0.671,0:01:35.782551,0:00:08.325144,0:01:20.269442,0:00:01.402958
mammary-gland_2,ER.129048141,PR,76,3210,0.158,0.329,0:01:06.794852,0:00:06.209051,0:00:53.746878,0:00:00.994776
mammary-gland_2,ER.129048141,NEU,76,3683,0.276,0.539,0:01:16.930225,0:00:06.867774,0:01:03.132414,0:00:01.098283
mammary-gland_2,HE,ER,76,4782,0.263,0.395,0:01:34.789052,0:00:08.295827,0:01:19.304564,0:00:01.457389
mammary-gland_2,HE,PR,76,3210,0.368,0.592,0:01:05.576896,0:00:06.179070,0:00:52.998848,0:00:00.901334
mammary-gland_2,HE,NEU,76,3683,0.461,0.671,0:01:16.212021,0:00:06.566859,0:01:02.901695,0:00:01.081646
mammary-gland_2,ER,PR,76,3210,0.197,0.421,0:01:05.782173,0:00:06.192748,0:00:53.019416,0:00:00.902448
mammary-gland_2,ER,NEU,76,3683,0.658,0.855,0:01:16.540292,0:00:06.527237,0:01:03.043912,0:00:01.057718
mammary-gland_2,PR,NEU,76,3683,0.303,0.526,0:01:15.901169,0:00:06.498446,0:01:02.899284,0:00:01.055309
gastric_6,CD68,CD4,115,11934,0.296,0.452,0:04:16.808122,0:00:38.579941,0:03:20.877765,0:00:06.323800
gastric_6,CD68,EBV,115,12268,0.148,0.217,0:04:19.687113,0:00:37.118051,0:03:26.038046,0:00:05.416932
gastric_6,CD4,EBV,115,12268,0.33,0.391,0:04:21.272821,0:00:37.295531,0:03:27.890497,0:00:04.875410
gastric_8,CD4,CD8,53,11671,0.075,0.17,0:04:10.925850,0:00:41.746966,0:03:15.717759,0:00:03.789559
gastric_1,CD68,CD4,79,7645,0.24,0.291,0:02:42.810276,0:00:23.096200,0:02:08.935688,0:00:02.472162
kidney_4,MAS,PAS,33,2645,0.394,0.606,0:01:13.404840,0:00:20.651208,0:00:46.282495,0:00:00.644220
breast_5,HER2,HE,8,13040,0.0,0.0,0:04:36.256048,0:00:45.195882,0:03:39.234883,0:00:03.463074
gastric_7,CD68,CD4,61,24960,0.213,0.377,0:08:25.439915,0:01:03.127200,0:06:59.231221,0:00:08.633084
COAD_16,S5,S6,130,12086,0.654,0.808,0:04:19.575766,0:00:40.181035,0:03:23.148710,0:00:04.747479
breast_1,HER2,HE,80,18374,0.0,0.025,0:06:23.192930,0:00:54.415697,0:05:08.780160,0:00:06.437153
gastric_2,CD68,CD4,83,8438,0.0,0.024,0:03:07.744646,0:00:34.204944,0:02:21.798088,0:00:02.549180
COAD_14,S5,S3,116,15949,0.078,0.129,0:05:26.669155,0:00:41.708305,0:04:26.756219,0:00:06.656522
kidney_3,PAS,MAS,80,2839,0.312,0.5,0:01:13.590458,0:00:16.392116,0:00:49.508530,0:00:00.879186
lung-lobes_2,PRO-SPC,CD31,107,11205,0.608,0.794,0:03:21.960515,0:00:10.574592,0:02:38.385906,0:00:02.632527
lung-lobes_2,CC10,CD31,107,11205,0.402,0.579,0:03:01.576766,0:00:11.358863,0:02:38.476137,0:00:02.681599
lung-lobes_2,KI67,CD31,107,11205,0.243,0.355,0:03:02.496063,0:00:11.379983,0:02:38.405356,0:00:02.625945
lung-lobes_2,CC10,PRO-SPC,107,8562,0.598,0.748,0:02:29.468919,0:00:15.719509,0:02:02.989782,0:00:02.040109
lung-lobes_2,KI67,PRO-SPC,107,8562,0.075,0.14,0:02:32.178854,0:00:17.455938,0:02:02.773417,0:00:02.010926
lung-lobes_2,KI67,CC10,107,8461,0.121,0.206,0:02:30.827906,0:00:18.159945,0:02:01.011887,0:00:02.016397
kidney_2,PAS,MAS,15,4629,0.067,0.4,0:01:33.913999,0:00:19.269564,0:01:07.375593,0:00:00.759339
kidney_5,PAS,MAS,48,2635,0.167,0.354,0:00:59.600815,0:00:13.391140,0:00:39.550065,0:00:00.441884
kidney_1,PAS,MAS,13,5617,0.231,0.538,0:01:56.427120,0:00:27.410539,0:01:21.090525,0:00:00.876596
mice-kidney_1,SMA,CD31,131,5962,0.015,0.046,0:01:53.032685,0:00:16.782643,0:01:26.195861,0:00:01.572796
mice-kidney_1,PAS,CD31,131,5962,0.0,0.008,0:01:54.097820,0:00:16.863175,0:01:26.418684,0:00:01.558906
mice-kidney_1,CD31.129057244,CD31,131,5962,0.16,0.282,0:01:51.179430,0:00:15.053191,0:01:25.481507,0:00:01.514990
mice-kidney_1,PAS.129057758,CD31,131,5962,0.023,0.069,0:01:53.246226,0:00:16.955923,0:01:26.295621,0:00:01.538264
mice-kidney_1,PAS.129057595,CD31,131,5962,0.008,0.046,0:01:53.351979,0:00:16.852576,0:01:26.582501,0:00:01.579917
mice-kidney_1,PAS,SMA,131,6011,0.015,0.03,0:01:53.737879,0:00:16.123168,0:01:26.824834,0:00:01.572164
mice-kidney_1,CD31.129057244,SMA,131,6011,0.015,0.015,0:01:51.933285,0:00:14.020643,0:01:26.697774,0:00:01.515035
mice-kidney_1,PAS.129057758,SMA,131,6011,0.0,0.008,0:01:53.460540,0:00:16.009468,0:01:27.202745,0:00:01.602846
mice-kidney_1,PAS.129057595,SMA,131,6011,0.0,0.008,0:01:50.549638,0:00:14.061159,0:01:26.838561,0:00:01.535996
mice-kidney_1,CD31.129057244,PAS,131,6210,0.015,0.092,0:02:02.574843,0:00:21.649296,0:01:29.718278,0:00:01.619367
mice-kidney_1,PAS.129057758,PAS,131,6210,0.237,0.397,0:02:01.305918,0:00:21.690033,0:01:29.414786,0:00:01.629376
mice-kidney_1,PAS.129057595,PAS,131,6210,0.053,0.092,0:02:03.482811,0:00:24.327682,0:01:29.256257,0:00:01.613614
mice-kidney_1,PAS.129057758,CD31.129057244,131,6038,0.061,0.153,0:02:02.763773,0:00:25.877335,0:01:26.642565,0:00:01.608908
