tissue,dye1,dye2,Nb of landmarks (dye 1),Nb of tiles (dye 2),top-1-accuracy,top-5-accuracy,time (h:m:s),Time to get patches (dye2),Features extraction time (dye2),Comparison time
COAD_12,S5,S2,71,8473,0.789,0.901,0:09:09.728790,0:00:21.113037,0:08:32.986461,0:00:04.994778
COAD_12,S6,S1,71,7765,0.662,0.761,0:09:13.981377,0:00:21.275410,0:08:02.990773,0:00:04.229614
COAD_12,S6,S2,71,8473,0.887,0.915,0:11:54.563771,0:03:01.829219,0:08:27.615025,0:00:04.494308
COAD_12,S1,S2,71,8473,0.62,0.718,0:08:39.323843,0:00:19.389255,0:08:06.333935,0:00:04.392511
lung-lobes_4,PRO-SPC,CD31,89,6300,0.786,0.944,0:06:28.297321,0:00:12.105263,0:06:00.575391,0:00:03.574692
lung-lobes_4,PRO-SPC,CC10,89,6525,0.596,0.719,0:07:09.720550,0:00:15.211467,0:06:40.762732,0:00:03.774641
lung-lobes_4,PRO-SPC,KI67,89,6274,0.405,0.506,0:04:44.239357,0:00:11.297954,0:04:16.363265,0:00:03.755775
lung-lobes_4,CD31,CC10,89,6525,0.371,0.494,0:06:43.443731,0:00:14.936908,0:06:14.751799,0:00:03.555669
lung-lobes_4,CD31,KI67,89,6274,0.382,0.551,0:06:23.845338,0:00:11.299335,0:05:58.925761,0:00:03.439502
lung-lobes_4,CC10,KI67,89,6274,0.427,0.618,0:06:44.924406,0:00:11.483573,0:06:19.529672,0:00:03.715211
COAD_13,S5,S7,93,7883,0.667,0.785,0:08:46.416983,0:00:25.398548,0:08:03.710759,0:00:05.265036
COAD_13,S5,S2,93,8334,0.806,0.892,0:08:40.146404,0:00:22.991722,0:08:01.271204,0:00:05.035641
COAD_13,S7,S2,93,8334,0.301,0.441,0:08:54.545870,0:00:25.966952,0:08:11.819030,0:00:04.679593
lung-lesion_1,HE,PRO-SPC,78,11573,0.077,0.192,0:11:39.752149,0:00:12.198750,0:11:12.183053,0:00:05.936722
lung-lesion_1,HE,KI67,78,11580,0.026,0.115,0:11:35.423623,0:00:10.466960,0:11:08.847239,0:00:06.435441
lung-lesion_1,HE,CC10,78,11707,0.141,0.256,0:12:54.200304,0:00:17.561284,0:12:17.640107,0:00:08.404857
lung-lesion_1,PRO-SPC,KI67,78,11580,0.077,0.256,0:11:30.469455,0:00:10.613625,0:11:04.538686,0:00:05.919557
lung-lesion_1,PRO-SPC,CC10,78,11707,0.385,0.513,0:11:38.286460,0:00:15.518456,0:11:07.281437,0:00:06.095085
lung-lesion_1,KI67,CC10,78,11707,0.167,0.282,0:11:38.541409,0:00:15.438649,0:11:07.791735,0:00:05.977055
breast_2,HE,HER2,50,11382,0.34,0.5,0:12:18.119403,0:00:34.181682,0:11:28.116802,0:00:05.689289
lung-lobes_3,PRO-SPC,KI67,80,7345,0.35,0.525,0:08:32.367980,0:00:11.739742,0:08:05.280535,0:00:04.083067
lung-lobes_3,PRO-SPC,CD31,80,7573,0.738,0.863,0:08:42.325288,0:00:12.465524,0:08:14.697316,0:00:04.262779
lung-lobes_3,PRO-SPC,CC10,80,7309,0.425,0.537,0:08:25.481521,0:00:14.118236,0:07:56.693465,0:00:04.237768
lung-lobes_3,KI67,CD31,80,7573,0.388,0.662,0:08:40.146957,0:00:12.661448,0:08:11.926366,0:00:04.366358
lung-lobes_3,KI67,CC10,80,7309,0.2,0.362,0:08:15.295495,0:00:14.501040,0:07:45.219191,0:00:04.331199
lung-lobes_3,CD31,CC10,80,7309,0.388,0.537,0:08:25.507194,0:00:14.615826,0:07:54.421343,0:00:04.424860
COAD_09,S2,S5,72,10042,0.819,0.917,0:11:57.048285,0:00:28.412570,0:11:11.606022,0:00:05.487308
COAD_09,S2,S6,72,8031,0.431,0.542,0:09:25.236547,0:00:24.871687,0:08:45.185231,0:00:04.391479
COAD_09,S2,S1,72,7499,0.778,0.847,0:08:48.223974,0:00:22.933450,0:08:10.332954,0:00:04.070057
COAD_09,S5,S6,72,8031,0.375,0.486,0:09:27.686899,0:00:25.306124,0:08:46.597093,0:00:04.441820
COAD_09,S5,S1,72,7499,0.431,0.611,0:08:49.592282,0:00:23.417034,0:08:11.215690,0:00:04.098959
COAD_09,S6,S1,72,7499,0.347,0.528,0:08:44.122202,0:00:23.116091,0:08:06.576254,0:00:04.104631
COAD_07,S2,S5,68,11398,0.809,0.926,0:11:49.240679,0:00:25.860287,0:11:06.266645,0:00:05.513718
COAD_07,S2,S7,68,10817,0.412,0.632,0:11:43.200118,0:00:27.914054,0:10:58.747524,0:00:05.698508
COAD_07,S5,S7,68,10817,0.603,0.735,0:12:38.832302,0:00:31.261286,0:11:50.065321,0:00:06.036229
breast_3,HER2,HE,39,16797,0.0,0.0,0:19:34.829721,0:00:47.769616,0:18:26.222146,0:00:09.592465
breast_4,HER2,HE,27,11134,0.0,0.037,0:12:20.700645,0:00:26.067991,0:11:39.512392,0:00:05.561088
COAD_06,S5,S7,101,12693,0.683,0.842,0:15:01.038989,0:00:36.403372,0:14:00.917642,0:00:08.425264
COAD_06,S5,S2,101,13594,0.485,0.762,0:15:58.266338,0:00:27.116040,0:15:06.552014,0:00:09.203118
COAD_06,S7,S2,101,13594,0.574,0.723,0:15:20.018010,0:00:27.069105,0:14:29.426457,0:00:09.190442
COAD_01,S7,S1,61,9221,0.246,0.475,0:11:05.883393,0:00:37.125884,0:10:07.563142,0:00:05.074882
COAD_01,S7,S3,61,13270,0.426,0.59,0:15:28.348097,0:00:35.434290,0:14:31.954565,0:00:07.921511
COAD_01,S7,S6,61,11327,0.41,0.508,0:13:05.477019,0:00:42.762666,0:12:03.111049,0:00:06.724431
COAD_01,S1,S3,61,13270,0.115,0.197,0:15:28.077060,0:00:35.244199,0:14:33.398140,0:00:07.837812
COAD_01,S1,S6,61,11327,0.361,0.475,0:13:22.447742,0:00:43.805250,0:12:20.426743,0:00:06.629109
COAD_01,S3,S6,61,11327,0.164,0.279,0:13:26.253864,0:00:43.477590,0:12:24.298087,0:00:06.446613
gastric_4,CD68,CD4,150,23914,0.067,0.1,0:25:47.557955,0:01:00.722349,0:24:03.943811,0:00:18.342290
COAD_08,S7,S1,68,11353,0.735,0.838,0:11:41.971033,0:00:34.598215,0:10:50.205594,0:00:05.609167
COAD_08,S7,S3,68,12114,0.338,0.529,0:12:27.616088,0:00:35.139613,0:11:35.503933,0:00:06.045943
COAD_08,S7,S6,68,12317,0.618,0.794,0:12:45.253834,0:00:39.754109,0:11:48.166899,0:00:06.187987
COAD_08,S1,S3,68,12114,0.279,0.485,0:12:30.135557,0:00:34.999030,0:11:38.525820,0:00:06.058385
COAD_08,S1,S6,68,12317,0.735,0.838,0:12:46.782442,0:00:39.658774,0:11:49.899093,0:00:06.181096
COAD_08,S3,S6,68,12317,0.176,0.324,0:14:08.653913,0:00:40.102699,0:13:08.600424,0:00:07.158581
gastric_3,CD68,CD4,63,15190,0.0,0.016,0:17:40.714659,0:00:39.731586,0:16:38.339100,0:00:09.296113
gastric_5,CD4,CD68,79,14858,0.0,0.0,0:17:02.923891,0:00:38.490636,0:15:58.172405,0:00:09.466920
gastric_5,CD4,EBV,79,14454,0.582,0.722,0:17:01.465600,0:00:36.166945,0:16:01.687782,0:00:09.277319
gastric_5,CD68,EBV,79,14454,0.0,0.013,0:16:40.720469,0:00:36.093428,0:15:40.895264,0:00:08.641059
COAD_11,S5,S6,70,9564,0.357,0.571,0:11:19.687896,0:00:29.111894,0:10:32.378460,0:00:05.642959
COAD_11,S5,S1,70,9205,0.514,0.614,0:11:01.419595,0:00:26.917541,0:10:17.639878,0:00:05.043963
COAD_11,S5,S2,70,10510,0.343,0.543,0:12:27.909747,0:00:30.216701,0:11:41.266394,0:00:06.084871
COAD_11,S6,S1,70,9205,0.571,0.7,0:10:35.435832,0:00:25.198033,0:09:53.756514,0:00:05.122303
COAD_11,S6,S2,70,10510,0.371,0.586,0:12:25.482174,0:00:28.679352,0:11:39.310361,0:00:06.004580
COAD_11,S1,S2,70,10510,0.343,0.5,0:12:32.036347,0:00:28.057194,0:11:45.617034,0:00:06.022799
mammary-gland_1,NEU,HE,77,2178,0.948,0.987,0:02:41.822755,0:00:06.373272,0:02:25.521727,0:00:01.327345
mammary-gland_1,NEU,PR,77,2587,0.597,0.805,0:03:00.196186,0:00:05.661881,0:02:44.373009,0:00:01.405823
mammary-gland_1,NEU,ER,77,3434,0.844,0.974,0:04:05.921124,0:00:03.840686,0:03:51.875488,0:00:02.046347
mammary-gland_1,HE,PR,77,2587,0.714,0.922,0:03:09.557624,0:00:06.394269,0:02:52.879180,0:00:01.579690
mammary-gland_1,HE,ER,77,3434,0.805,0.909,0:04:01.200173,0:00:03.820661,0:03:45.971566,0:00:02.011969
mammary-gland_1,PR,ER,77,3434,0.597,0.753,0:04:03.074922,0:00:03.855242,0:03:48.626451,0:00:02.010966
lung-lesion_2,CC10,KI67,96,4892,0.188,0.333,0:05:51.241388,0:00:06.600658,0:05:30.564400,0:00:03.332609
lung-lesion_2,CC10,HE,96,5060,0.135,0.25,0:06:05.427531,0:00:08.068638,0:05:43.509765,0:00:03.255445
lung-lesion_2,CC10,PRO-SPC,96,4937,0.281,0.51,0:05:49.613748,0:00:08.739621,0:05:27.447628,0:00:03.212907
lung-lesion_2,KI67,HE,96,5060,0.062,0.188,0:05:56.005928,0:00:07.946757,0:05:34.612145,0:00:03.219246
lung-lesion_2,KI67,PRO-SPC,96,4937,0.24,0.344,0:05:48.827195,0:00:09.034728,0:05:25.899117,0:00:03.114777
lung-lesion_2,HE,PRO-SPC,96,4937,0.104,0.24,0:05:46.580401,0:00:08.701665,0:05:23.984691,0:00:03.109177
COAD_20,S5,S7,83,8355,0.096,0.217,0:09:19.483351,0:00:28.801229,0:08:34.214826,0:00:04.473654
COAD_20,S5,S2,83,8180,0.253,0.494,0:08:28.856481,0:00:23.650871,0:07:49.758082,0:00:04.387254
COAD_20,S7,S2,83,8180,0.012,0.036,0:08:30.471942,0:00:23.022115,0:07:52.600303,0:00:04.413176
COAD_19,S5,S1,124,10874,0.427,0.645,0:11:17.423870,0:00:30.996260,0:10:25.401136,0:00:06.564718
COAD_19,S5,S3,124,12877,0.677,0.823,0:13:09.620209,0:00:25.609433,0:12:20.958493,0:00:08.129439
COAD_19,S5,S8,124,14400,0.847,0.903,0:14:52.748505,0:00:36.601788,0:13:51.585174,0:00:09.397859
COAD_19,S5,S6,124,13855,0.839,0.935,0:14:13.716273,0:00:29.942348,0:13:19.866057,0:00:08.872383
COAD_19,S1,S3,124,12877,0.5,0.629,0:13:11.614828,0:00:26.112609,0:12:23.173604,0:00:08.120663
COAD_19,S1,S8,124,14400,0.435,0.605,0:14:47.673007,0:00:36.495779,0:13:47.315901,0:00:09.340333
COAD_19,S1,S6,124,13855,0.492,0.653,0:14:07.697286,0:00:30.100167,0:13:14.380808,0:00:08.870656
COAD_19,S3,S8,124,14400,0.532,0.734,0:14:49.648684,0:00:36.418161,0:13:49.037687,0:00:09.352963
COAD_19,S3,S6,124,13855,0.871,0.944,0:14:06.652795,0:00:29.815020,0:13:13.318760,0:00:08.881541
COAD_19,S8,S6,124,13855,0.806,0.911,0:14:10.094421,0:00:29.993498,0:13:15.779221,0:00:08.960946
COAD_18,S5,S7,103,3870,0.786,0.903,0:04:06.413635,0:00:11.155762,0:03:43.031480,0:00:02.246344
COAD_18,S5,S2,103,4220,0.553,0.767,0:04:26.903660,0:00:10.082682,0:04:04.490685,0:00:02.436790
COAD_18,S7,S2,103,4220,0.515,0.757,0:04:25.842783,0:00:09.607568,0:04:04.173202,0:00:02.468781
COAD_10,S7,S6,77,8618,0.429,0.636,0:08:57.177187,0:00:25.641451,0:08:15.049087,0:00:04.388565
COAD_10,S7,S1,77,10674,0.455,0.545,0:11:05.206295,0:00:33.293164,0:10:14.665827,0:00:05.536896
COAD_10,S7,S4,77,9945,0.351,0.571,0:10:13.483555,0:00:23.354838,0:09:33.089099,0:00:05.135985
COAD_10,S6,S1,77,10674,0.234,0.468,0:11:02.656745,0:00:32.983437,0:10:13.794552,0:00:05.530801
COAD_10,S6,S4,77,9945,0.325,0.468,0:10:12.070089,0:00:23.192815,0:09:33.175720,0:00:05.109392
COAD_10,S1,S4,77,9945,0.636,0.766,0:10:13.521222,0:00:22.947097,0:09:34.434854,0:00:05.136795
lung-lesion_3,KI67,CC10,80,10280,0.15,0.287,0:10:23.851323,0:00:15.226243,0:09:53.782275,0:00:05.302695
lung-lesion_3,KI67,PRO-SPC,80,10288,0.212,0.362,0:10:16.622882,0:00:14.061168,0:09:47.960425,0:00:05.282482
lung-lesion_3,KI67,HE,80,10376,0.075,0.15,0:10:22.143081,0:00:13.277461,0:09:54.324881,0:00:05.371413
lung-lesion_3,CC10,PRO-SPC,80,10288,0.463,0.675,0:10:18.433850,0:00:14.168225,0:09:49.851701,0:00:05.292545
lung-lesion_3,CC10,HE,80,10376,0.113,0.263,0:10:22.783031,0:00:13.149646,0:09:55.177354,0:00:05.385850
lung-lesion_3,PRO-SPC,HE,80,10376,0.15,0.287,0:11:27.221219,0:00:13.089813,0:10:58.911826,0:00:06.113925
COAD_17,S5,S6,139,7343,0.871,0.971,0:08:33.305526,0:00:30.363633,0:07:42.881498,0:00:05.043769
COAD_17,S5,S1,139,7032,0.417,0.683,0:08:12.816092,0:00:29.168538,0:07:24.214781,0:00:04.879777
COAD_17,S5,S2,139,8297,0.647,0.885,0:09:34.224576,0:00:31.971598,0:08:41.623027,0:00:05.724340
COAD_17,S6,S1,139,7032,0.734,0.82,0:08:29.041389,0:00:29.137520,0:07:40.044975,0:00:05.030671
COAD_17,S6,S2,139,8297,0.871,0.957,0:09:38.429984,0:00:31.982027,0:08:45.142281,0:00:05.725370
COAD_17,S1,S2,139,8297,0.906,0.978,0:09:36.566823,0:00:31.796490,0:08:44.161446,0:00:05.672352
COAD_03,S5,S2,72,8938,0.861,0.917,0:10:20.437050,0:00:40.277989,0:09:24.349698,0:00:04.894720
COAD_04,S2,S5,80,9431,0.825,0.925,0:10:38.790344,0:00:27.999754,0:09:53.654602,0:00:05.416015
lung-lobes_1,CD31,CC10,98,6167,0.265,0.449,0:06:54.881177,0:00:12.604459,0:06:27.425549,0:00:03.637640
lung-lobes_1,CD31,KI67,98,7763,0.173,0.296,0:08:29.327291,0:00:06.856974,0:08:06.390259,0:00:04.606562
lung-lobes_1,CD31,PRO-SPC,98,5961,0.418,0.653,0:06:40.727758,0:00:10.897191,0:06:15.047418,0:00:03.642631
lung-lobes_1,CC10,KI67,98,7763,0.092,0.204,0:08:31.331427,0:00:07.091717,0:08:08.405499,0:00:04.679790
lung-lobes_1,CC10,PRO-SPC,98,5961,0.51,0.714,0:06:42.098483,0:00:10.918916,0:06:16.726871,0:00:03.551991
lung-lobes_1,KI67,PRO-SPC,98,5961,0.112,0.245,0:06:41.239175,0:00:11.021889,0:06:14.830068,0:00:03.551908
COAD_02,S7,S3,64,8986,0.359,0.516,0:11:14.454051,0:00:19.798050,0:10:21.751173,0:00:04.896537
COAD_02,S7,S6,64,7942,0.844,0.906,0:09:16.135935,0:00:25.830743,0:08:36.835849,0:00:04.221027
COAD_02,S7,S2,64,7953,0.281,0.5,0:09:09.892246,0:00:19.857266,0:08:36.631139,0:00:04.203510
COAD_02,S3,S6,64,7942,0.516,0.781,0:08:24.581108,0:00:25.709517,0:07:45.495536,0:00:03.961205
COAD_02,S3,S2,64,7953,0.812,0.922,0:08:09.311135,0:00:17.738257,0:07:39.342527,0:00:03.896629
COAD_02,S6,S2,64,7953,0.359,0.547,0:08:08.736258,0:00:17.789022,0:07:38.752781,0:00:03.906693
COAD_05,S5-V1,S7,92,6330,0.609,0.728,0:06:39.205385,0:00:19.916001,0:06:05.964681,0:00:03.450995
COAD_05,S5-V1,S6,92,6425,0.533,0.728,0:06:44.165647,0:00:19.443622,0:06:11.415982,0:00:03.463605
COAD_05,S5-V1,S2,92,6480,0.935,0.967,0:06:45.353537,0:00:16.766068,0:06:15.436827,0:00:03.481784
COAD_05,S7,S6,92,6425,0.391,0.609,0:06:44.027369,0:00:19.166723,0:06:11.773324,0:00:03.498429
COAD_05,S7,S2,92,6480,0.598,0.75,0:06:50.715470,0:00:22.584943,0:06:15.061826,0:00:03.568168
COAD_05,S6,S2,92,6480,0.533,0.739,0:06:43.725473,0:00:16.509667,0:06:14.071950,0:00:03.501801
gastric_9,CD68,CD4,155,17598,0.619,0.826,0:21:38.674634,0:00:47.131116,0:20:17.995285,0:00:13.973641
mammary-gland_2,HE.129048254,PR.129048322,76,2530,0.776,0.908,0:03:24.899986,0:00:08.325071,0:03:06.061415,0:00:01.640024
mammary-gland_2,HE.129048254,ER.129048141,76,3210,0.487,0.763,0:03:57.541994,0:00:03.006918,0:03:43.285427,0:00:01.908938
mammary-gland_2,HE.129048254,HE,76,2872,0.711,0.842,0:03:32.588686,0:00:07.831471,0:03:14.476206,0:00:01.653775
mammary-gland_2,HE.129048254,ER,76,4782,0.803,0.921,0:05:51.292975,0:00:07.767574,0:05:31.500068,0:00:02.948770
mammary-gland_2,HE.129048254,PR,76,3210,0.711,0.882,0:04:17.061690,0:00:06.634265,0:03:59.117802,0:00:02.251245
mammary-gland_2,HE.129048254,NEU,76,3683,0.868,0.961,0:04:52.270987,0:00:07.397523,0:04:33.568565,0:00:02.235105
mammary-gland_2,PR.129048322,ER.129048141,76,3210,0.316,0.513,0:04:08.144869,0:00:03.197899,0:03:54.207335,0:00:01.927141
mammary-gland_2,PR.129048322,HE,76,2872,0.237,0.408,0:03:50.430297,0:00:07.245502,0:03:32.762192,0:00:01.750335
mammary-gland_2,PR.129048322,ER,76,4782,0.487,0.671,0:06:08.742800,0:00:08.411088,0:05:48.423023,0:00:02.842713
mammary-gland_2,PR.129048322,PR,76,3210,0.487,0.763,0:03:57.775514,0:00:06.104633,0:03:41.275710,0:00:01.832071
mammary-gland_2,PR.129048322,NEU,76,3683,0.355,0.5,0:04:15.421838,0:00:05.843407,0:03:58.806664,0:00:02.072003
mammary-gland_2,ER.129048141,HE,76,2872,0.434,0.618,0:03:22.517391,0:00:06.470154,0:03:06.659445,0:00:01.683056
mammary-gland_2,ER.129048141,ER,76,4782,0.632,0.829,0:05:26.349648,0:00:07.295894,0:05:08.497213,0:00:02.636773
mammary-gland_2,ER.129048141,PR,76,3210,0.342,0.566,0:03:48.173704,0:00:05.534689,0:03:32.908632,0:00:01.834813
mammary-gland_2,ER.129048141,NEU,76,3683,0.461,0.671,0:04:31.821953,0:00:06.267073,0:04:15.295129,0:00:02.113631
mammary-gland_2,HE,ER,76,4782,0.5,0.737,0:05:34.656848,0:00:07.634273,0:05:16.399104,0:00:02.742125
mammary-gland_2,HE,PR,76,3210,0.684,0.803,0:03:47.227752,0:00:05.721606,0:03:31.915973,0:00:01.830340
mammary-gland_2,HE,NEU,76,3683,0.658,0.816,0:04:21.830154,0:00:05.967359,0:04:06.021291,0:00:02.119694
mammary-gland_2,ER,PR,76,3210,0.487,0.684,0:03:47.489785,0:00:05.675217,0:03:32.067869,0:00:01.844047
mammary-gland_2,ER,NEU,76,3683,0.829,0.934,0:04:20.717884,0:00:05.966299,0:04:04.772870,0:00:02.108818
mammary-gland_2,PR,NEU,76,3683,0.553,0.776,0:04:20.337681,0:00:06.014231,0:04:04.601352,0:00:02.099663
gastric_6,CD68,CD4,115,11934,0.817,0.87,0:14:15.963930,0:00:35.619206,0:13:17.283545,0:00:07.769642
gastric_6,CD68,EBV,115,12268,0.591,0.67,0:14:37.292944,0:00:34.271887,0:13:39.765238,0:00:08.011774
gastric_6,CD4,EBV,115,12268,0.704,0.8,0:14:37.485587,0:00:34.224327,0:13:39.785935,0:00:08.032762
gastric_8,CD4,CD8,53,11671,0.528,0.623,0:14:41.233825,0:00:38.791880,0:13:44.649534,0:00:06.730330
gastric_1,CD68,CD4,79,7645,0.582,0.671,0:09:55.105062,0:00:23.914022,0:09:13.983185,0:00:04.689329
kidney_4,MAS,PAS,33,2645,0.667,0.879,0:03:40.035751,0:00:21.892074,0:03:10.008631,0:00:01.361225
breast_5,HER2,HE,8,13040,0.0,0.0,0:16:14.978201,0:00:42.959833,0:15:18.417660,0:00:05.619400
gastric_7,CD68,CD4,61,24960,0.41,0.623,0:31:26.668763,0:01:02.975400,0:29:52.775193,0:00:13.725680
COAD_16,S5,S6,130,12086,0.823,0.892,0:15:26.774869,0:00:39.981132,0:14:19.899311,0:00:08.725856
breast_1,HER2,HE,80,18374,0.013,0.037,0:23:31.171881,0:00:53.939898,0:22:07.724778,0:00:11.034636
gastric_2,CD68,CD4,83,8438,0.012,0.108,0:10:51.191073,0:00:33.865199,0:09:58.686121,0:00:05.580482
COAD_14,S5,S3,116,15949,0.129,0.207,0:20:12.788701,0:00:43.348879,0:19:00.210674,0:00:11.390349
kidney_3,PAS,MAS,80,2839,0.438,0.588,0:03:57.457014,0:00:17.512875,0:03:27.149428,0:00:01.806839
lung-lobes_2,PRO-SPC,CD31,107,11205,0.738,0.86,0:11:19.027268,0:00:10.710388,0:10:17.970347,0:00:16.244760
lung-lobes_2,CC10,CD31,107,11205,0.542,0.72,0:10:55.972376,0:00:11.599177,0:10:17.999152,0:00:12.190678
lung-lobes_2,KI67,CD31,107,11205,0.299,0.533,0:10:55.564494,0:00:11.978022,0:10:16.841249,0:00:11.804108
lung-lobes_2,CC10,PRO-SPC,107,8562,0.785,0.916,0:08:32.715809,0:00:18.334820,0:07:52.508275,0:00:09.201791
lung-lobes_2,KI67,PRO-SPC,107,8562,0.215,0.402,0:08:36.494779,0:00:17.983415,0:07:54.852829,0:00:09.762753
lung-lobes_2,KI67,CC10,107,8461,0.206,0.318,0:08:29.837224,0:00:18.906364,0:07:47.216313,0:00:09.803776
kidney_2,PAS,MAS,15,4629,0.333,0.467,0:04:48.106927,0:00:21.824530,0:04:16.456333,0:00:03.656847
kidney_5,PAS,MAS,48,2635,0.229,0.396,0:02:49.354207,0:00:13.881818,0:02:25.968839,0:00:02.383966
kidney_1,PAS,MAS,13,5617,0.231,0.385,0:05:49.861339,0:00:25.509044,0:05:12.960083,0:00:04.559885
mice-kidney_1,SMA,CD31,131,5962,0.084,0.137,0:05:50.675104,0:00:16.519855,0:05:15.125782,0:00:07.128816
mice-kidney_1,PAS,CD31,131,5962,0.023,0.061,0:06:10.926203,0:00:17.894817,0:05:31.634881,0:00:07.263043
mice-kidney_1,CD31.129057244,CD31,131,5962,0.366,0.55,0:06:13.403086,0:00:17.945565,0:05:33.705434,0:00:07.220771
mice-kidney_1,PAS.129057758,CD31,131,5962,0.053,0.092,0:06:11.077751,0:00:17.742387,0:05:31.289699,0:00:08.856533
mice-kidney_1,PAS.129057595,CD31,131,5962,0.046,0.115,0:06:08.629156,0:00:18.228112,0:05:29.901708,0:00:06.973944
mice-kidney_1,PAS,SMA,131,6011,0.038,0.038,0:06:08.702610,0:00:15.069769,0:05:32.329898,0:00:07.149356
mice-kidney_1,CD31.129057244,SMA,131,6011,0.046,0.061,0:06:14.878412,0:00:16.911094,0:05:36.314259,0:00:06.947190
mice-kidney_1,PAS.129057758,SMA,131,6011,0.015,0.015,0:06:11.051371,0:00:15.330520,0:05:35.192812,0:00:07.237865
mice-kidney_1,PAS.129057595,SMA,131,6011,0.008,0.008,0:06:10.673266,0:00:17.166147,0:05:32.778088,0:00:07.135812
mice-kidney_1,CD31.129057244,PAS,131,6210,0.115,0.275,0:06:32.745201,0:00:26.175917,0:05:44.858564,0:00:07.172789
mice-kidney_1,PAS.129057758,PAS,131,6210,0.42,0.618,0:06:31.076903,0:00:26.188641,0:05:43.562996,0:00:07.826137
mice-kidney_1,PAS.129057595,PAS,131,6210,0.321,0.519,0:06:32.406577,0:00:25.709733,0:05:46.226628,0:00:07.542777
mice-kidney_1,PAS.129057758,CD31.129057244,131,6038,0.092,0.153,0:06:23.390369,0:00:27.580587,0:05:33.574670,0:00:08.545846
